plate_map_name	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent
S-B-REPO1_2020-005-1	H05	BRD-K06388322-300-10-9	2.84249	1E+1	DMSO
S-B-REPO1_2020-005-1	H06	BRD-K45125084-001-01-4	2.72322000000000003	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	H07	BRD-K01825804-003-02-9	2.293175	1E+1	DMSO
S-B-REPO1_2020-005-1	H08	BRD-K20745393-003-01-0	2.86715999999994641	9.99999999999981282	DMSO
S-B-REPO1_2020-005-1	H09	BRD-K88789588-001-17-9	2.853027	1E+1	DMSO
S-B-REPO1_2020-005-1	H10	BRD-K06980535-003-26-7	3.20873581812556584	9.99979998169273836	DMSO
S-B-REPO1_2020-005-1	H11	BRD-K07237224-001-22-9	2.68739	1E+1	DMSO
S-B-REPO1_2020-005-1	H12	BRD-K19189338-001-05-7	1.84277090125631675	10.0000971440899398	DMSO
S-B-REPO1_2020-005-1	H13	BRD-K00603606-003-25-9	3.00247	1E+1	DMSO
S-B-REPO1_2020-005-1	H14	BRD-A47598013-004-18-6	4.05303999999999974	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	H15	BRD-K91938660-003-10-9	2.15763	1E+1	DMSO
S-B-REPO1_2020-005-1	H16	BRD-K17443395-065-01-4	3.84411000000000001	10	DMSO
S-B-REPO1_2020-005-1	H17	BRD-K48578705-001-19-9	2.112145	1E+1	DMSO
S-B-REPO1_2020-005-1	H18	BRD-K30764557-001-01-5	8.98041699999999992	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	H19	BRD-K76775527-001-32-9	3.08310000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	H20	BRD-K17480742-001-01-1	5.3448440000000005	9.99999999999999999	DMSO
S-B-REPO1_2020-005-1	H21	BRD-K01826778-004-06-9	3.324571	1E+1	DMSO
S-B-REPO1_2020-005-1	H22	BRD-K33637378-001-01-7	3.90405414063699472	10.0000848884701044	DMSO
S-B-REPO1_2020-005-1	H23				
S-B-REPO1_2020-005-1	H24				DMSO
S-B-REPO1_2020-005-1	I01				
S-B-REPO1_2020-005-1	I02				DMSO
S-B-REPO1_2020-005-1	I03	BRD-K50817623-303-08-9	7.34685999999999999	9.99999999999999999	DMSO
S-B-REPO1_2020-005-1	I04	BRD-K14079729-001-01-1	14.2269299999999998	9.99999999999999997	DMSO
S-B-REPO1_2020-005-1	I05	BRD-K00003324-003-01-9	3.725258	1E+1	DMSO
S-B-REPO1_2020-005-1	I06	BRD-K22936972-003-24-4	3.17853000000000008	9.99999999999999998	DMSO
S-B-REPO1_2020-005-1	I07	BRD-K44993696-001-13-1	2.66336099999999988	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	I08	BRD-K71125570-004-15-6	3.63353000000000008	9.99999999999999998	DMSO
S-B-REPO1_2020-005-1	I09	BRD-K01825159-050-02-9	3.19239	1E+1	DMSO
S-B-REPO1_2020-005-1	I10	BRD-K28935038-002-03-9	3.49769	1E+1	DMSO
S-B-REPO1_2020-005-1	I11	BRD-K01827307-074-13-9	5.44748999999999999	9.99999999999999998	DMSO
S-B-REPO1_2020-005-1	I12	BRD-A24587114-066-24-1	3.35415999999999996	9.99999999999999998	DMSO
S-B-REPO1_2020-005-1	I13	BRD-K83794624-001-03-3	6.27635700000000042	9.99999999999999999	DMSO
S-B-REPO1_2020-005-1	I14	BRD-K61236135-001-10-8	6.21932300000000055	10.0000000000000000	DMSO
